Gm19589	Gm19589
Gm29336	Gm29336
Arl4c	Arl4c
Sh3bp4	Sh3bp4
Agap1	Agap1
Gbx2	Gbx2
Ackr3	Ackr3
Cops8	Cops8
Col6a3	Col6a3
Mlph	Mlph
Rab17	Rab17
Lrrfip1	Lrrfip1
Rbm44	Rbm44
Ramp1	Ramp1
Ube2f	Ube2f
Scly	Scly
Klhl30	Klhl30
Fam132b	Fam132b
Ilkap	Ilkap
1700020N18Rik	1700020N18Rik
Hes6	Hes6
Per2	Per2
Traf3ip1	Traf3ip1
Asb1	Asb1
Twist2	Twist2
Hdac4	Hdac4
Gm26720	Gm26720
Ndufa10	Ndufa10
Myeov2	Myeov2
Otos	Otos
Gpc1	Gpc1
Ankmy1	Ankmy1
Dusp28	Dusp28
5033417F24Rik	5033417F24Rik
Rnpepl1	Rnpepl1
9430060I03Rik	9430060I03Rik
Capn10	Capn10
Gpr35	Gpr35
Kif1a	Kif1a
Sned1	Sned1
Mterf4	Mterf4
Gm28535	Gm28535
Pask	Pask
Ppp1r7	Ppp1r7
Ano7	Ano7
Hdlbp	Hdlbp
Sept2	Sept2
Farp2	Farp2
Stk25	Stk25
Gm28536	Gm28536
Bok	Bok
Thap4	Thap4
Gm10550	Gm10550
Atg4b	Atg4b
Dtymk	Dtymk
Ing5	Ing5
D2hgdh	D2hgdh
Gal3st2	Gal3st2
Pdcd1	Pdcd1
Fam174a	Fam174a
St8sia4	St8sia4
4930598F16Rik	4930598F16Rik
Gm28901	Gm28901
D1Ertd622e	D1Ertd622e
Ppip5k2	Ppip5k2
Gin1	Gin1
Pam	Pam
1810006J02Rik	1810006J02Rik
Gm7967	Gm7967
Gm28187	Gm28187
Rnf152	Rnf152
Gm17634	Gm17634
Pign	Pign
2310035C23Rik	2310035C23Rik
Tnfrsf11a	Tnfrsf11a
Gm7160	Gm7160
Zcchc2	Zcchc2
Phlpp1	Phlpp1
Bcl2	Bcl2
D630008O14Rik	D630008O14Rik
Kdsr	Kdsr
Vps4b	Vps4b
Serpinb5	Serpinb5
Serpinb8	Serpinb8
Cdh19	Cdh19
Dsel	Dsel
Tsn	Tsn
Nifk	Nifk
Clasp1	Clasp1
2900060B14Rik	2900060B14Rik
Tfcp2l1	Tfcp2l1
Ralb	Ralb
Gm27184	Gm27184
Tmem185b	Tmem185b
Epb41l5	Epb41l5
Ptpn4	Ptpn4
Tmem177	Tmem177
Sctr	Sctr
Tmem37	Tmem37
Dbi	Dbi
3110009E18Rik	3110009E18Rik
Steap3	Steap3
Insig2	Insig2
Ccdc93	Ccdc93
Htr5b	Htr5b
Ddx18	Ddx18
Actr3	Actr3
Gm28706	Gm28706
Slc35f5	Slc35f5
Lypd1	Lypd1
Mgat5	Mgat5
Tmem163	Tmem163
Acmsd	Acmsd
2900009J06Rik	2900009J06Rik
Ccnt2	Ccnt2
Map3k19	Map3k19
Rab3gap1	Rab3gap1
Zranb3	Zranb3
Gm28800	Gm28800
R3hdm1	R3hdm1
Ubxn4	Ubxn4
Lct	Lct
Mcm6	Mcm6
Dars	Dars
Cxcr4	Cxcr4
Gm26686	Gm26686
Thsd7b	Thsd7b
Cd55b	Cd55b
Gm15674	Gm15674
Gm15675	Gm15675
Cd55	Cd55
Gm16083	Gm16083
Pfkfb2	Pfkfb2
Yod1	Yod1
AA986860	AA986860
Il10	Il10
Mapkapk2	Mapkapk2
Dyrk3	Dyrk3
Eif2d	Eif2d
Rassf5	Rassf5
Ikbke	Ikbke
Srgap2	Srgap2
Fam72a	Fam72a
Ctse	Ctse
Rab7b	Rab7b
Slc41a1	Slc41a1
Rab29	Rab29
Nucks1	Nucks1
Slc45a3	Slc45a3
Elk4	Elk4
Mfsd4	Mfsd4
Gm26892	Gm26892
Cdk18	Cdk18
Nuak2	Nuak2
F730311O21Rik	F730311O21Rik
Tmcc2	Tmcc2
Dstyk	Dstyk
Rbbp5	Rbbp5
Tmem81	Tmem81
Mdm4	Mdm4
Pik3c2b	Pik3c2b
Ppp1r15b	Ppp1r15b
Plekha6	Plekha6
Etnk2	Etnk2
Sox13	Sox13
Snrpe	Snrpe
Gm26706	Gm26706
Zc3h11a	Zc3h11a
Gm38394	Gm38394
Lax1	Lax1
Atp2b4	Atp2b4
Optc	Optc
Prelp	Prelp
Btg2	Btg2
Chit1	Chit1
Ppfia4	Ppfia4
Tmem183a	Tmem183a
Cyb5r1	Cyb5r1
Adipor1	Adipor1
Platr1	Platr1
Klhl12	Klhl12
Rabif	Rabif
Kdm5b	Kdm5b
Ppp1r12b	Ppp1r12b
Ube2t	Ube2t
Lgr6	Lgr6
Ptpn7	Ptpn7
Arl8a	Arl8a
Gm15445	Gm15445
Gm26642	Gm26642
Elf3	Elf3
Rnpep	Rnpep
Timm17a	Timm17a
Shisa4	Shisa4
Ipo9	Ipo9
Nav1	Nav1
Gm4793	Gm4793
Gm38399	Gm38399
Csrp1	Csrp1
Phlda3	Phlda3
Tnni1	Tnni1
Lad1	Lad1
Tnnt2	Tnnt2
Tmem9	Tmem9
Cacna1s	Cacna1s
Gm37759	Gm37759
Kif21b	Kif21b
5730559C18Rik	5730559C18Rik
Gm26781	Gm26781
Gpr25	Gpr25
Camsap2	Camsap2
Ddx59	Ddx59
Kif14	Kif14
Gm33994	Gm33994
Platr23	Platr23
Zfp281	Zfp281
Gm19705	Gm19705
Platr22	Platr22
A430106G13Rik	A430106G13Rik
Ptprc	Ptprc
Gm28556	Gm28556
Atp6v1g3	Atp6v1g3
Nek7	Nek7
2310009B15Rik	2310009B15Rik
Dennd1b	Dennd1b
Zbtb41	Zbtb41
Aspm	Aspm
Cfh	Cfh
Cdc73	Cdc73
B3galt2	B3galt2
Glrx2	Glrx2
Trove2	Trove2
Uchl5	Uchl5
Rgs2	Rgs2
Rgs1	Rgs1
Rgs18	Rgs18
Pla2g4a	Pla2g4a
Ptgs2	Ptgs2
Ptgs2os2	Ptgs2os2
BC003331	BC003331
Tpr	Tpr
Prg4	Prg4
Hmcn1	Hmcn1
Gm20631	Gm20631
Gm10138	Gm10138
Ivns1abp	Ivns1abp
Swt1	Swt1
Trmt1l	Trmt1l
Rnf2	Rnf2
Fam129a	Fam129a
2810414N06Rik	2810414N06Rik
Edem3	Edem3
1700025G04Rik	1700025G04Rik
Tsen15	Tsen15
Colgalt2	Colgalt2
Rgl1	Rgl1
Arpc5	Arpc5
Ncf2	Ncf2
Smg7	Smg7
Nmnat2	Nmnat2
Lamc2	Lamc2
Lamc1	Lamc1
Shcbp1l	Shcbp1l
Dhx9	Dhx9
Npl	Npl
Rgs8	Rgs8
C230024C17Rik	C230024C17Rik
Rgs16	Rgs16
Gm28513	Gm28513
Rnasel	Rnasel
Teddm2	Teddm2
Glul	Glul
Gm29282	Gm29282
Gm9530	Gm9530
Ier5	Ier5
Mr1	Mr1
Stx6	Stx6
BC034090	BC034090
Xpr1	Xpr1
Acbd6	Acbd6
Qsox1	Qsox1
Cep350	Cep350
Tor1aip1	Tor1aip1
Tor1aip2	Tor1aip2
Fam163a	Fam163a
Axdnd1	Axdnd1
Gm2000	Gm2000
Soat1	Soat1
Gm10031	Gm10031
Abl2	Abl2
Tor3a	Tor3a
Fam20b	Fam20b
Ralgps2	Ralgps2
Angptl1	Angptl1
4930439D14Rik	4930439D14Rik
Rasal2	Rasal2
BC026585	BC026585
Rfwd2	Rfwd2
Tnr	Tnr
Gm37294	Gm37294
4930523C07Rik	4930523C07Rik
4930562F07Rik	4930562F07Rik
Tnn	Tnn
Mrps14	Mrps14
Cacybp	Cacybp
Rabgap1l	Rabgap1l
Gm36975	Gm36975
Gm37083	Gm37083
Rc3h1	Rc3h1
Serpinc1	Serpinc1
Zbtb37	Zbtb37
Dars2	Dars2
Gm37634	Gm37634
Cenpl	Cenpl
Klhl20	Klhl20
Prdx6	Prdx6
Tnfsf4	Tnfsf4
Fasl	Fasl
Suco	Suco
4930558K02Rik	4930558K02Rik
Pigc	Pigc
Dnm3	Dnm3
Dnm3os	Dnm3os
Mettl13	Mettl13
Vamp4	Vamp4
Myoc	Myoc
Prrc2c	Prrc2c
Gorab	Gorab
Kifap3	Kifap3
Scyl3	Scyl3
BC055324	BC055324
Mettl18	Mettl18
Sele	Sele
Sell	Sell
Selp	Selp
Gm16587	Gm16587
Gm16548	Gm16548
Slc19a2	Slc19a2
Ccdc181	Ccdc181
Blzf1	Blzf1
Nme7	Nme7
Atp1b1	Atp1b1
Gm32391	Gm32391
Gm26685	Gm26685
Gm32569	Gm32569
Xcl1	Xcl1
1700029M03Rik	1700029M03Rik
Tbx19	Tbx19
Sft2d2	Sft2d2
Tiprl	Tiprl
Dcaf6	Dcaf6
Mpc2	Mpc2
Adcy10	Adcy10
Mpzl1	Mpzl1
Rcsd1	Rcsd1
Creg1	Creg1
Cd247	Cd247
Gm37469	Gm37469
Pou2f1	Pou2f1
5330438I03Rik	5330438I03Rik
Gm15853_ENSMUSG00000103400	Gm15853_ENSMUSG00000103400
Tada1	Tada1
Gm15853_ENSMUSG00000089853	Gm15853_ENSMUSG00000089853
Pogk	Pogk
Gm16701_ENSMUSG00000102548	Gm16701_ENSMUSG00000102548
Fam78b	Fam78b
Uck2	Uck2
Gm37982	Gm37982
Gm2453	Gm2453
Tmco1	Tmco1
Aldh9a1	Aldh9a1
Mgst3	Mgst3
Pbx1	Pbx1
Nuf2	Nuf2
Hsd17b7	Hsd17b7
3110045C21Rik	3110045C21Rik
Ddr2	Ddr2
Uap1	Uap1
Gm37748	Gm37748
Gm37502	Gm37502
Uhmk1	Uhmk1
4930500M09Rik	4930500M09Rik
Sh2d1b2	Sh2d1b2
Sh2d1b1	Sh2d1b1
Gm7694	Gm7694
Nos1ap	Nos1ap
Olfml2b	Olfml2b
Atf6	Atf6
Dusp12	Dusp12
Gm26620	Gm26620
Fcrlb	Fcrlb
Fcrla	Fcrla
Fcgr2b	Fcgr2b
Gm38204	Gm38204
Gm10522	Gm10522
Fcgr4	Fcgr4
Fcgr3	Fcgr3
Cfap126	Cfap126
Sdhc	Sdhc
Nr1i3	Nr1i3
Tomm40l	Tomm40l
Apoa2	Apoa2
Fcer1g	Fcer1g
Ndufs2	Ndufs2
Adamts4	Adamts4
B4galt3	B4galt3
Ppox	Ppox
Usp21	Usp21
Ufc1	Ufc1
Gm20045	Gm20045
Dedd	Dedd
Nit1	Nit1
Pfdn2	Pfdn2
Klhdc9	Klhdc9
Pvrl4	Pvrl4
Arhgap30	Arhgap30
Usf1	Usf1
Tstd1	Tstd1
Gm26641	Gm26641
F11r	F11r
B930036N10Rik	B930036N10Rik
Alyref2	Alyref2
Cd244	Cd244
Ly9	Ly9
Slamf7	Slamf7
Cd48	Cd48
Slamf1	Slamf1
Cd84	Cd84
Gm10521	Gm10521
Gm37065	Gm37065
Slamf6	Slamf6
Vangl2	Vangl2
Ncstn	Ncstn
Copa	Copa
Gm37756	Gm37756
Pex19	Pex19
Dcaf8	Dcaf8
Pea15a	Pea15a
Gm17224	Gm17224
Igsf8	Igsf8
Pigm	Pigm
Slamf9	Slamf9
Igsf9	Igsf9
Tagln2	Tagln2
Cfap45	Cfap45
Vsig8	Vsig8
Slamf8	Slamf8
Fcrl6	Fcrl6
Dusp23	Dusp23
Fcer1a	Fcer1a
Aim2	Aim2
Gm4955	Gm4955
BC094916	BC094916
Pydc4	Pydc4
Pyhin1	Pyhin1
Pydc3	Pydc3
AI607873	AI607873
Ifi204	Ifi204
Mndal	Mndal
Mnda	Mnda
Ifi203	Ifi203
Ifi205	Ifi205
Olfr433	Olfr433
Fmn2	Fmn2
Fh1	Fh1
Kmo	Kmo
Opn3	Opn3
Chml	Chml
Exo1	Exo1
Rbm8a2	Rbm8a2
Cep170	Cep170
Sdccag8	Sdccag8
Akt3	Akt3
Zbtb18	Zbtb18
Adss	Adss
Gm16432	Gm16432
Desi2	Desi2
B230369F24Rik	B230369F24Rik
Cox20	Cox20
Gm16586	Gm16586
Gm28062	Gm28062
Hnrnpu	Hnrnpu
Efcab2	Efcab2
Smyd3	Smyd3
Tfb2m	Tfb2m
Cnst	Cnst
Sccpdh	Sccpdh
Ahctf1	Ahctf1
Gm10518	Gm10518
Cdc42bpa	Cdc42bpa
Adck3	Adck3
Gm37336	Gm37336
Psen2	Psen2
Gm31728	Gm31728
Itpkb	Itpkb
6330403A02Rik	6330403A02Rik
Gm37267	Gm37267
Parp1	Parp1
Lin9	Lin9
Acbd3	Acbd3
Gm38293	Gm38293
H3f3a	H3f3a
Gm17275	Gm17275
H3f3aos	H3f3aos
Sde2	Sde2
Pycr2	Pycr2
Lefty1	Lefty1
Tmem63a	Tmem63a
2210411M09Rik	2210411M09Rik
Ephx1	Ephx1
Nvl	Nvl
Cnih4	Cnih4
Wdr26	Wdr26
A430110L20Rik	A430110L20Rik
Cnih3	Cnih3
Dnah14	Dnah14
Lbr	Lbr
Gm5533	Gm5533
Enah	Enah
Srp9	Srp9
Degs1	Degs1
Fbxo28	Fbxo28
Trp53bp2	Trp53bp2
Capn2	Capn2
Susd4	Susd4
Disp1	Disp1
Brox	Brox
Aida	Aida
Mia3	Mia3
Taf1a	Taf1a
Dusp10	Dusp10
1700056E22Rik	1700056E22Rik
Hlx	Hlx
Gm34342	Gm34342
Marc2	Marc2
Rab3gap2	Rab3gap2
Iars2	Iars2
2010103J01Rik	2010103J01Rik
Bpnt1	Bpnt1
4930532G15Rik	4930532G15Rik
Eprs	Eprs
9630028B13Rik	9630028B13Rik
Lyplal1	Lyplal1
Tgfb2	Tgfb2
Rrp15	Rrp15
A430105J06Rik	A430105J06Rik
Spata17	Spata17
Gpatch2	Gpatch2
Gm38155	Gm38155
Kctd3	Kctd3
Kcnk2	Kcnk2
Cenpf	Cenpf
Ptpn14	Ptpn14
Smyd2	Smyd2
Rps6kc1	Rps6kc1
Angel2	Angel2
Vash2	Vash2
Mfsd7b	Mfsd7b
A230020J21Rik	A230020J21Rik
Tatdn3	Tatdn3
Nsl1	Nsl1
Batf3	Batf3
Fam71a	Fam71a
Atf3	Atf3
D730003I15Rik	D730003I15Rik
Nenf	Nenf
Tmem206	Tmem206
Ppp2r5a	Ppp2r5a
Gm32200	Gm32200
Dtl	Dtl
Ints7	Ints7
Lpgat1	Lpgat1
Gm38037	Gm38037
Nek2	Nek2
1700034H15Rik	1700034H15Rik
Slc30a1	Slc30a1
Rd3	Rd3
Gm26670	Gm26670
Traf5	Traf5
Gm26879	Gm26879
Rcor3	Rcor3
Gm10516	Gm10516
Hhat	Hhat
Syt14	Syt14
Diexf	Diexf
Irf6	Irf6
A130010J15Rik	A130010J15Rik
Traf3ip3	Traf3ip3
Gm15872	Gm15872
4930570N18Rik	4930570N18Rik
Lamb3	Lamb3
Hsd11b1	Hsd11b1
G0s2	G0s2
Plxna2	Plxna2
Gm16897	Gm16897
Cd46	Cd46
Cr1l	Cr1l
Cr2	Cr2
Fam171a1	Fam171a1
Nmt2	Nmt2
Rpp38	Rpp38
Acbd7	Acbd7
Meig1	Meig1
Dclre1c	Dclre1c
Suv39h2	Suv39h2
Hspa14	Hspa14
Cdnf	Cdnf
Fam107b	Fam107b
Gm13185	Gm13185
Frmd4a	Frmd4a
Gm13179	Gm13179
Prpf18	Prpf18
Bend7	Bend7
Sephs1	Sephs1
Phyh	Phyh
Mcm10	Mcm10
Optn	Optn
4930551O13Rik	4930551O13Rik
Camk1d	Camk1d
Cdc123	Cdc123
Nudt5	Nudt5
Gm13199	Gm13199
Sec61a2	Sec61a2
Gm13267	Gm13267
Dhtkd1	Dhtkd1
Upf2	Upf2
Proser2	Proser2
Echdc3	Echdc3
Gm13383	Gm13383
Usp6nl	Usp6nl
Gm13391	Gm13391
Celf2	Celf2
1700061F12Rik	1700061F12Rik
Gata3	Gata3
Gm13256	Gm13256
9230102O04Rik	9230102O04Rik
Taf3	Taf3
Atp5c1	Atp5c1
Kin	Kin
Itih5	Itih5
Sfmbt2	Sfmbt2
Prkcq	Prkcq
8030442B05Rik	8030442B05Rik
Gm13293	Gm13293
Pfkfb3	Pfkfb3
Gm10851	Gm10851
Rbm17	Rbm17
Il2ra	Il2ra
Il15ra	Il15ra
Fbxo18	Fbxo18
Ankrd16	Ankrd16
Itga8	Itga8
Fam188a	Fam188a
Pter	Pter
C1ql3	C1ql3
Rsu1	Rsu1
Cubn	Cubn
Trdmt1	Trdmt1
Vim	Vim
St8sia6	St8sia6
Hacd1	Hacd1
Stam	Stam
Tmem236	Tmem236
Mrc1	Mrc1
Cacnb2	Cacnb2
Nsun6	Nsun6
Arl5b	Arl5b
Plxdc2	Plxdc2
Nebl	Nebl
A930004D18Rik	A930004D18Rik
Skida1	Skida1
Mllt10	Mllt10
Dnajc1	Dnajc1
Commd3	Commd3
Bmi1	Bmi1
Spag6	Spag6
Carlr	Carlr
Pip4k2a	Pip4k2a
4930426L09Rik	4930426L09Rik
Armc3	Armc3
Msrb2	Msrb2
Otud1	Otud1
Etl4	Etl4
Arhgap21	Arhgap21
Gm13375	Gm13375
Enkur	Enkur
Thnsl1	Thnsl1
Gpr158	Gpr158
Apbb1ip	Apbb1ip
Pdss1	Pdss1
Abi1	Abi1
Acbd5	Acbd5
Mastl	Mastl
Yme1l1	Yme1l1
4931423N10Rik	4931423N10Rik
Spopl	Spopl
Hnmt	Hnmt
